review_id,employee_id,review_period,reviewer_id,overall_rating,goals_achieved_pct,communication_score,technical_score,leadership_score,collaboration_score,innovation_score,strengths,areas_for_improvement,promotion_recommended,salary_increase_recommended_pct,ai_sentiment_score,review_date
REV00830,EMP01279,Q4 2024,EMP01039,4,103,10,3,8,10,6,Great communicator,Communication clarity,No,8,4.57,2023-03-19
REV00831,EMP01794,Q2 2024,EMP01034,4,116,2,5,7,2,3,Strong technical skills,Time management,Yes,1,7.56,2024-08-26
REV00832,EMP01733,Q2 2024,EMP01002,3,40,8,8,2,7,1,Great communicator,Documentation,Yes,17,7.53,2023-08-14
REV00833,EMP02135,Q1 2024,EMP01036,5,96,4,5,10,10,7,Team player,Communication clarity,Yes,11,4.23,2024-10-28
REV00834,EMP02112,Q2 2024,EMP01079,4,81,4,2,8,6,3,Leadership potential,Time management,No,5,3.3,2023-01-24
REV00835,EMP01936,Annual 2023,EMP01083,1,57,6,10,4,8,6,Great communicator,Strategic thinking,No,10,1.34,2023-02-16
REV00836,EMP01271,Q2 2024,EMP01036,4,74,1,9,10,8,6,Customer focused,Documentation,No,8,8.83,2023-08-23
REV00837,EMP01503,Q1 2024,EMP01078,4,44,3,7,5,3,2,Innovative thinker,Strategic thinking,No,17,7.38,2023-11-01
REV00838,EMP01108,Q4 2023,EMP01100,4,75,5,8,8,10,3,Customer focused,Documentation,No,13,6.51,2023-07-23
REV00839,EMP01902,Annual 2023,EMP01010,5,59,1,6,6,2,6,Customer focused,Time management,Yes,11,8.81,2023-07-13
REV00840,EMP02075,Annual 2023,EMP01089,3,77,4,5,10,5,9,Great communicator,Technical depth,No,17,9.26,2023-05-27
REV00841,EMP02012,Q4 2023,EMP01005,4,77,5,4,4,8,4,Great communicator,Technical depth,Yes,4,6.48,2023-08-21
REV00842,EMP01034,Q1 2024,EMP01085,4,40,4,10,2,2,2,Innovative thinker,Time management,No,11,4.36,2024-08-07
REV00843,EMP01674,Q4 2024,EMP01088,4,61,2,7,4,5,9,Innovative thinker,Documentation,Yes,7,9.45,2023-12-08
REV00844,EMP01312,Q3 2024,EMP01044,5,101,6,6,1,9,3,Team player,Strategic thinking,No,16,6.72,2024-07-25
REV00845,EMP01141,Q4 2023,EMP01092,2,98,2,10,6,9,9,Strong technical skills,Stakeholder management,No,4,9.19,2023-05-05
REV00846,EMP01448,Q4 2023,EMP01088,3,83,5,3,9,5,7,Leadership potential,Communication clarity,No,14,2.59,2023-08-03
REV00847,EMP01247,Q2 2024,EMP01071,4,59,3,8,1,5,10,Innovative thinker,Communication clarity,No,15,9.7,2023-10-27
REV00848,EMP01046,Q2 2024,EMP01070,3,83,9,6,10,3,5,Reliable and consistent,Strategic thinking,Yes,5,3.12,2023-09-11
REV00849,EMP01179,Q1 2024,EMP01096,4,104,6,5,9,1,6,Great communicator,Technical depth,No,16,5.7,2023-06-30
REV00850,EMP01681,Q2 2024,EMP01032,4,74,10,1,10,10,5,Innovative thinker,Stakeholder management,Yes,17,8.81,2024-10-18
REV00851,EMP02136,Annual 2024,EMP01002,2,65,3,5,1,7,3,Great communicator,Documentation,Yes,13,1.85,2023-08-10
REV00852,EMP01510,Q3 2024,EMP01038,3,71,8,1,3,6,6,Reliable and consistent,Documentation,No,6,3.62,2024-07-16
REV00853,EMP01176,Q3 2024,EMP01089,2,85,8,8,2,9,1,Customer focused,Technical depth,No,4,2.3,2024-11-08
REV00854,EMP01941,Q2 2024,EMP01063,4,94,7,6,3,9,6,Great communicator,Documentation,Yes,3,6.34,2024-06-08
REV00855,EMP02106,Annual 2024,EMP01024,4,97,5,6,8,5,6,Leadership potential,Technical depth,No,20,7.78,2023-06-03
REV00856,EMP01536,Q1 2024,EMP01008,4,64,4,8,4,7,5,Team player,Technical depth,No,15,2.01,2023-04-11
REV00857,EMP01432,Q4 2023,EMP01038,3,103,1,1,10,6,9,Team player,Time management,Yes,5,7.94,2024-07-06
REV00858,EMP01567,Q2 2024,EMP01030,2,48,1,3,7,6,6,Customer focused,Technical depth,No,8,7.15,2024-09-09
REV00859,EMP01290,Q4 2023,EMP01090,3,69,6,3,2,7,1,Team player,Technical depth,Yes,5,9.2,2024-06-03
REV00860,EMP01862,Q4 2023,EMP01040,5,40,10,4,10,4,5,Leadership potential,Technical depth,No,19,9.43,2024-01-08
REV00861,EMP01324,Q4 2024,EMP01094,4,83,7,3,2,6,5,Problem solver,Documentation,No,4,8.48,2024-04-10
REV00862,EMP01122,Q4 2024,EMP01087,4,60,7,8,1,2,4,Leadership potential,Time management,No,2,4.71,2024-03-25
REV00863,EMP01324,Q2 2024,EMP01094,4,55,8,8,6,10,5,Great communicator,Technical depth,Yes,15,5.31,2023-07-02
REV00864,EMP01040,Annual 2024,EMP01058,3,68,4,8,7,10,8,Great communicator,Documentation,No,4,5.14,2023-06-03
REV00865,EMP02160,Annual 2024,EMP01066,3,113,7,1,7,4,1,Strong technical skills,Stakeholder management,No,16,9.53,2023-06-27
REV00866,EMP01302,Annual 2023,EMP01006,3,111,10,2,8,9,8,Team player,Documentation,Yes,13,2.99,2023-07-09
REV00867,EMP01112,Q1 2024,EMP01074,4,98,9,2,7,3,7,Customer focused,Stakeholder management,No,10,7.66,2023-04-30
REV00868,EMP01075,Q3 2024,EMP01020,5,119,8,4,5,5,7,Reliable and consistent,Time management,Yes,19,3.65,2024-09-23
REV00869,EMP01991,Q3 2024,EMP01098,4,115,3,10,4,7,2,Leadership potential,Stakeholder management,No,19,9.51,2024-07-11
REV00870,EMP01642,Q4 2024,EMP01009,5,56,10,7,9,7,4,Leadership potential,Documentation,No,14,8.45,2023-08-25
REV00871,EMP01910,Q4 2023,EMP01025,3,87,3,8,4,7,1,Strong technical skills,Stakeholder management,Yes,11,1.1,2023-01-10
REV00872,EMP01950,Q4 2024,EMP01060,3,65,9,4,9,10,1,Great communicator,Time management,No,10,9.24,2024-07-11
REV00873,EMP01941,Q2 2024,EMP01063,1,100,10,1,8,8,10,Leadership potential,Time management,No,5,4.36,2024-12-24
REV00874,EMP01103,Q4 2023,EMP01098,3,45,3,9,1,3,9,Strong technical skills,Communication clarity,No,5,7.11,2023-10-29
REV00875,EMP01562,Q4 2023,EMP01022,2,92,6,2,8,6,9,Leadership potential,Stakeholder management,No,5,8.64,2023-12-30
REV00876,EMP01717,Annual 2024,EMP01097,2,67,9,9,4,4,10,Problem solver,Communication clarity,No,8,1.23,2024-08-14
REV00877,EMP02040,Q1 2024,EMP01080,3,90,10,2,8,7,5,Reliable and consistent,Stakeholder management,No,9,2.51,2023-08-03
REV00878,EMP01458,Q4 2024,EMP01057,4,73,1,8,1,6,5,Customer focused,Communication clarity,Yes,19,2.2,2023-10-02
REV00879,EMP01562,Annual 2023,EMP01022,3,58,10,7,8,10,5,Customer focused,Time management,No,19,8.57,2023-03-21
REV00880,EMP02024,Q4 2023,EMP01072,3,45,8,4,2,1,1,Great communicator,Stakeholder management,No,15,5.23,2024-01-28
REV00881,EMP01978,Q1 2024,EMP01051,2,60,1,1,4,7,5,Problem solver,Communication clarity,No,5,2.23,2023-12-18
REV00882,EMP01466,Q2 2024,EMP01075,2,117,5,2,3,5,6,Leadership potential,Communication clarity,Yes,4,7.67,2023-01-24
REV00883,EMP01251,Q3 2024,EMP01049,3,43,10,5,2,2,4,Leadership potential,Technical depth,Yes,11,2.43,2024-12-12
REV00884,EMP01455,Q1 2024,EMP01042,3,89,6,7,10,9,4,Leadership potential,Technical depth,No,10,1.24,2024-09-05
REV00885,EMP01955,Q2 2024,EMP01072,3,105,10,8,6,8,3,Strong technical skills,Documentation,No,3,3.58,2023-07-21
REV00886,EMP01016,Q4 2023,EMP01013,3,62,9,9,6,9,10,Innovative thinker,Stakeholder management,Yes,19,6.93,2023-01-22
REV00887,EMP01600,Q4 2024,EMP01038,4,110,2,9,10,3,4,Customer focused,Time management,Yes,8,3.73,2023-03-02
REV00888,EMP01712,Q1 2024,EMP01085,2,94,5,7,9,10,1,Leadership potential,Documentation,No,16,5.2,2023-11-18
REV00889,EMP01784,Q1 2024,EMP01070,3,52,3,8,8,10,1,Reliable and consistent,Communication clarity,No,15,4.0,2024-12-10
REV00890,EMP01735,Annual 2023,EMP01076,5,83,4,5,3,10,8,Strong technical skills,Communication clarity,No,14,7.59,2024-05-20
REV00891,EMP01295,Q2 2024,EMP01055,5,40,1,5,2,5,4,Problem solver,Documentation,No,20,9.46,2023-11-16
REV00892,EMP01928,Q3 2024,EMP01009,2,41,5,3,4,3,1,Strong technical skills,Documentation,No,12,4.28,2024-01-20
REV00893,EMP01256,Annual 2023,EMP01099,5,64,4,5,9,8,9,Great communicator,Strategic thinking,No,9,8.73,2023-04-06
REV00894,EMP01098,Q3 2024,EMP01030,3,76,7,8,6,8,4,Problem solver,Documentation,Yes,2,7.37,2023-09-14
REV00895,EMP01157,Q3 2024,EMP01087,5,48,8,4,2,3,5,Team player,Communication clarity,Yes,18,5.12,2023-06-07
REV00896,EMP01372,Q4 2023,EMP01069,5,91,2,8,5,1,4,Reliable and consistent,Documentation,No,1,1.35,2023-12-07
REV00897,EMP01554,Q4 2024,EMP01003,5,55,8,3,8,4,5,Strong technical skills,Stakeholder management,No,15,8.29,2023-09-27
REV00898,EMP01172,Q2 2024,EMP01043,5,63,7,4,1,2,6,Strong technical skills,Strategic thinking,No,4,2.18,2024-05-31
REV00899,EMP01292,Q1 2024,EMP01052,4,58,2,4,4,8,1,Innovative thinker,Documentation,Yes,1,2.95,2024-06-10
REV00900,EMP01590,Q1 2024,EMP01022,4,119,5,4,1,7,3,Customer focused,Communication clarity,Yes,10,2.11,2024-08-10
REV00901,EMP01534,Annual 2024,EMP01092,2,96,3,9,6,6,9,Leadership potential,Stakeholder management,No,7,2.08,2023-02-10
REV00902,EMP01940,Q2 2024,EMP01061,4,65,5,9,8,7,6,Leadership potential,Documentation,Yes,4,5.77,2023-02-26
REV00903,EMP01588,Q4 2024,EMP01066,5,84,6,3,2,2,1,Reliable and consistent,Communication clarity,Yes,12,8.71,2023-12-09
REV00904,EMP01553,Annual 2024,EMP01015,3,110,6,10,8,2,4,Innovative thinker,Time management,Yes,4,6.47,2024-10-09
REV00905,EMP01782,Annual 2023,EMP01037,5,48,1,5,3,4,9,Reliable and consistent,Documentation,No,8,5.06,2024-02-14
REV00906,EMP01466,Annual 2023,EMP01075,5,77,6,1,9,6,6,Innovative thinker,Strategic thinking,No,10,6.41,2024-10-09
REV00907,EMP02132,Annual 2023,EMP01006,3,46,5,4,10,9,8,Innovative thinker,Strategic thinking,No,9,7.91,2023-01-02
REV00908,EMP01571,Q1 2024,EMP01093,2,89,10,1,10,6,10,Innovative thinker,Time management,Yes,20,2.19,2024-08-02
REV00909,EMP01764,Q4 2024,EMP01094,4,63,1,8,8,8,4,Strong technical skills,Strategic thinking,No,2,3.97,2023-01-21
REV00910,EMP01240,Q4 2024,EMP01096,3,65,7,8,8,1,6,Problem solver,Strategic thinking,No,18,2.23,2023-08-28
REV00911,EMP01787,Q3 2024,EMP01008,2,58,8,10,2,4,3,Reliable and consistent,Communication clarity,No,4,7.32,2024-06-16
REV00912,EMP02106,Q4 2024,EMP01066,4,42,5,2,7,3,8,Innovative thinker,Communication clarity,No,3,2.16,2023-04-25
REV00913,EMP01130,Annual 2023,EMP01082,5,81,5,5,5,9,6,Strong technical skills,Communication clarity,Yes,13,7.28,2023-01-19
REV00914,EMP01994,Annual 2023,EMP01051,2,108,2,1,8,2,4,Customer focused,Stakeholder management,No,15,3.08,2024-09-26
REV00915,EMP01927,Annual 2023,EMP01009,3,52,5,7,1,8,4,Customer focused,Communication clarity,Yes,9,1.36,2024-10-12
REV00916,EMP01260,Annual 2023,EMP01039,4,41,5,5,1,2,3,Great communicator,Stakeholder management,No,10,9.59,2024-12-25
REV00917,EMP01935,Annual 2024,EMP01069,3,79,4,7,2,5,6,Reliable and consistent,Time management,Yes,5,6.4,2023-09-15
REV00918,EMP01351,Q1 2024,EMP01049,5,107,7,9,7,7,8,Customer focused,Technical depth,No,9,4.59,2024-09-16
REV00919,EMP02193,Annual 2024,EMP01076,4,65,7,4,4,3,1,Innovative thinker,Strategic thinking,Yes,13,5.57,2023-12-30
REV00920,EMP01280,Q1 2024,EMP01083,5,114,10,1,9,8,1,Great communicator,Technical depth,No,3,9.35,2024-04-25
REV00921,EMP01088,Annual 2024,EMP01051,4,60,8,4,10,3,5,Leadership potential,Stakeholder management,No,7,1.8,2024-12-07
REV00922,EMP02144,Q4 2023,EMP01046,3,82,1,9,9,3,4,Problem solver,Technical depth,No,19,4.7,2024-08-07
REV00923,EMP01624,Annual 2024,EMP01032,4,79,8,8,4,3,4,Customer focused,Communication clarity,Yes,18,7.42,2023-06-18
REV00924,EMP01879,Q2 2024,EMP01082,4,71,4,3,5,1,7,Great communicator,Strategic thinking,No,19,6.81,2024-02-18
REV00925,EMP01034,Q3 2024,EMP01085,3,59,8,5,6,1,6,Leadership potential,Strategic thinking,Yes,16,2.51,2023-03-27
REV00926,EMP01621,Annual 2023,EMP01053,4,65,5,4,9,2,3,Reliable and consistent,Strategic thinking,Yes,5,3.88,2024-02-06
REV00927,EMP01251,Q1 2024,EMP01049,4,74,8,7,1,5,5,Strong technical skills,Technical depth,No,8,1.98,2023-05-30
REV00928,EMP02014,Annual 2023,EMP01046,3,88,3,7,2,7,1,Innovative thinker,Stakeholder management,Yes,7,1.24,2023-01-28
REV00929,EMP01632,Q2 2024,EMP01040,4,90,7,1,6,4,2,Team player,Strategic thinking,No,16,2.89,2023-10-18
REV00930,EMP01685,Q4 2023,EMP01087,3,117,4,8,8,8,3,Innovative thinker,Documentation,No,8,2.52,2024-06-06
REV00931,EMP01454,Annual 2024,EMP01086,4,62,9,8,7,2,3,Problem solver,Stakeholder management,Yes,5,3.52,2024-08-20
REV00932,EMP01894,Annual 2024,EMP01085,5,99,8,10,10,10,5,Great communicator,Strategic thinking,Yes,1,4.66,2024-07-18
REV00933,EMP01181,Q2 2024,EMP01020,5,84,7,2,1,5,1,Leadership potential,Stakeholder management,No,4,3.91,2024-06-17
REV00934,EMP01568,Q4 2024,EMP01093,5,106,2,1,7,3,5,Customer focused,Time management,No,11,9.24,2024-09-22
REV00935,EMP01284,Annual 2023,EMP01006,5,108,7,6,2,3,1,Reliable and consistent,Technical depth,Yes,11,8.12,2024-05-29
REV00936,EMP01043,Annual 2023,EMP01062,4,78,8,8,1,2,7,Leadership potential,Communication clarity,Yes,4,6.97,2023-07-17
REV00937,EMP01551,Q2 2024,EMP01054,4,43,7,6,4,9,2,Team player,Stakeholder management,No,18,3.98,2024-02-01
REV00938,EMP02011,Q2 2024,EMP01053,5,81,5,4,6,2,3,Strong technical skills,Technical depth,Yes,17,8.2,2024-03-01
REV00939,EMP01324,Annual 2023,EMP01094,4,117,6,3,5,1,6,Strong technical skills,Time management,Yes,10,8.1,2023-01-23
REV00940,EMP02069,Q4 2023,EMP01021,4,92,1,6,9,9,1,Reliable and consistent,Strategic thinking,No,20,3.35,2024-08-16
REV00941,EMP01935,Annual 2023,EMP01069,4,83,9,9,4,3,3,Reliable and consistent,Stakeholder management,Yes,5,2.0,2024-02-26
REV00942,EMP01789,Annual 2023,EMP01026,3,45,3,9,10,3,9,Great communicator,Technical depth,No,16,6.45,2023-12-25
REV00943,EMP01627,Annual 2024,EMP01026,4,52,8,9,2,6,5,Team player,Stakeholder management,Yes,2,3.84,2024-07-25
REV00944,EMP01325,Q2 2024,EMP01091,5,89,5,5,10,4,5,Customer focused,Documentation,Yes,7,1.47,2023-10-29
REV00945,EMP01938,Q2 2024,EMP01056,3,99,9,5,6,7,7,Great communicator,Time management,Yes,11,4.59,2024-10-22
REV00946,EMP01114,Q4 2023,EMP01001,4,89,5,1,6,8,9,Customer focused,Stakeholder management,No,0,7.86,2023-03-19
REV00947,EMP01677,Q4 2024,EMP01100,3,119,7,2,5,8,4,Strong technical skills,Stakeholder management,Yes,17,7.47,2023-06-03
REV00948,EMP01660,Q4 2024,EMP01013,4,57,8,4,1,2,10,Leadership potential,Strategic thinking,No,9,4.56,2024-01-17
REV00949,EMP02168,Annual 2024,EMP01065,5,53,8,5,6,7,6,Innovative thinker,Communication clarity,No,13,6.06,2023-11-07
REV00950,EMP01335,Annual 2023,EMP01084,4,90,9,5,2,5,6,Customer focused,Strategic thinking,Yes,11,9.53,2024-04-10
REV00951,EMP01287,Q4 2024,EMP01100,5,83,7,8,10,10,8,Problem solver,Strategic thinking,Yes,11,9.37,2023-03-27
REV00952,EMP01275,Annual 2023,EMP01044,1,120,4,3,8,7,4,Great communicator,Stakeholder management,No,9,8.01,2024-05-26
REV00953,EMP01301,Annual 2024,EMP01074,4,106,8,7,6,10,7,Innovative thinker,Stakeholder management,Yes,17,8.11,2023-03-24
REV00954,EMP01987,Q4 2023,EMP01004,3,69,5,1,10,7,2,Customer focused,Documentation,Yes,3,1.78,2024-05-12
REV00955,EMP01462,Q4 2023,EMP01024,5,76,5,1,7,1,3,Great communicator,Time management,No,3,8.98,2023-07-06
REV00956,EMP01625,Q4 2024,EMP01011,3,93,8,3,8,9,4,Team player,Communication clarity,No,12,9.3,2024-05-18
REV00957,EMP01290,Q1 2024,EMP01090,4,106,3,5,4,7,10,Great communicator,Communication clarity,Yes,1,4.87,2024-07-23
REV00958,EMP02006,Q4 2024,EMP01014,3,94,8,2,6,7,10,Great communicator,Documentation,Yes,14,8.25,2023-01-16
REV00959,EMP01108,Q2 2024,EMP01100,4,109,4,10,5,6,5,Great communicator,Stakeholder management,Yes,12,1.25,2024-12-03
REV00960,EMP01156,Q3 2024,EMP01051,1,95,7,6,3,9,6,Team player,Time management,Yes,8,3.95,2024-04-25
REV00961,EMP02016,Annual 2023,EMP01053,4,91,9,6,10,3,3,Problem solver,Communication clarity,Yes,0,7.92,2023-12-21
REV00962,EMP02055,Annual 2023,EMP01052,4,101,8,5,2,5,5,Problem solver,Documentation,Yes,2,5.57,2023-01-03
REV00963,EMP01307,Q3 2024,EMP01013,5,40,7,9,8,3,2,Customer focused,Time management,Yes,13,4.76,2024-04-28
REV00964,EMP01937,Annual 2024,EMP01044,1,111,2,8,10,7,3,Great communicator,Time management,No,15,1.98,2023-08-29
REV00965,EMP01065,Q3 2024,EMP01099,3,83,9,4,7,6,10,Strong technical skills,Documentation,Yes,13,7.03,2024-01-02
REV00966,EMP01792,Annual 2024,EMP01033,4,68,7,7,3,3,3,Strong technical skills,Strategic thinking,No,2,7.16,2023-05-23
REV00967,EMP01147,Q2 2024,EMP01021,5,86,1,10,7,4,10,Innovative thinker,Stakeholder management,No,6,9.04,2024-06-26
REV00968,EMP01795,Q1 2024,EMP01070,4,90,1,9,3,5,8,Innovative thinker,Time management,No,18,7.21,2023-11-06
REV00969,EMP01302,Q3 2024,EMP01006,3,54,8,6,7,7,7,Great communicator,Strategic thinking,No,5,1.79,2023-06-24
REV00970,EMP01348,Q4 2024,EMP01019,5,119,6,1,2,10,8,Leadership potential,Time management,Yes,6,2.21,2023-04-15
REV00971,EMP01567,Q3 2024,EMP01030,5,104,1,9,8,3,7,Customer focused,Documentation,Yes,10,6.93,2023-04-28
REV00972,EMP01906,Q2 2024,EMP01069,5,108,4,1,10,1,5,Reliable and consistent,Documentation,No,2,4.55,2024-04-26
REV00973,EMP01274,Q4 2024,EMP01050,5,116,4,1,5,3,1,Great communicator,Strategic thinking,Yes,18,1.55,2023-12-25
REV00974,EMP01236,Q4 2023,EMP01030,2,110,8,7,6,7,8,Problem solver,Communication clarity,Yes,3,2.41,2024-02-03
REV00975,EMP01488,Annual 2023,EMP01014,1,71,9,5,2,1,2,Reliable and consistent,Strategic thinking,No,20,7.4,2023-06-13
REV00976,EMP01266,Q3 2024,EMP01034,4,74,5,5,1,7,7,Great communicator,Technical depth,No,20,2.59,2023-05-12
REV00977,EMP01196,Q1 2024,EMP01066,5,102,7,5,9,7,2,Team player,Documentation,No,5,4.14,2023-12-12
REV00978,EMP02009,Q4 2024,EMP01029,2,68,3,2,2,8,3,Innovative thinker,Technical depth,No,1,8.02,2023-03-20
REV00979,EMP01743,Q2 2024,EMP01097,2,44,9,7,2,8,9,Strong technical skills,Strategic thinking,No,3,2.8,2023-08-18
REV00980,EMP01754,Annual 2023,EMP01040,3,65,3,5,3,1,6,Customer focused,Time management,No,13,4.27,2024-01-19
REV00981,EMP01843,Q2 2024,EMP01002,3,43,8,3,8,10,3,Strong technical skills,Documentation,Yes,13,7.71,2024-09-22
REV00982,EMP01783,Annual 2024,EMP01045,5,49,2,8,3,2,4,Customer focused,Time management,No,13,7.52,2024-01-28
REV00983,EMP01702,Q1 2024,EMP01050,5,100,3,8,1,3,3,Innovative thinker,Time management,Yes,5,4.76,2023-04-10
REV00984,EMP01028,Q4 2024,EMP01055,3,110,4,3,1,10,2,Innovative thinker,Documentation,No,20,2.1,2024-08-14
REV00985,EMP01350,Q4 2024,EMP01020,5,72,2,6,4,2,2,Problem solver,Communication clarity,Yes,15,8.4,2023-03-23
REV00986,EMP01340,Q4 2024,EMP01007,4,112,9,9,8,3,9,Customer focused,Stakeholder management,Yes,6,9.23,2023-02-11
REV00987,EMP01442,Q2 2024,EMP01008,5,104,8,7,9,1,10,Strong technical skills,Time management,No,14,6.55,2023-10-16
REV00988,EMP01232,Annual 2023,EMP01055,4,98,1,10,8,9,6,Problem solver,Technical depth,No,18,6.56,2023-03-09
REV00989,EMP01275,Q4 2024,EMP01044,3,79,2,4,2,8,5,Innovative thinker,Strategic thinking,Yes,3,8.16,2024-01-03
REV00990,EMP01372,Q3 2024,EMP01069,5,68,4,5,5,1,3,Reliable and consistent,Documentation,No,20,5.56,2024-01-07
REV00991,EMP02160,Q3 2024,EMP01066,5,41,9,9,10,3,2,Customer focused,Time management,Yes,16,6.98,2023-10-08
REV00992,EMP01780,Q3 2024,EMP01090,3,83,10,10,7,5,7,Strong technical skills,Strategic thinking,No,4,8.42,2023-12-13
REV00993,EMP01369,Q4 2023,EMP01095,5,103,6,4,9,9,2,Customer focused,Stakeholder management,No,7,4.32,2023-05-13
REV00994,EMP01407,Q4 2023,EMP01028,4,54,1,2,7,3,2,Customer focused,Technical depth,Yes,13,6.23,2023-07-26
REV00995,EMP01132,Q4 2023,EMP01022,4,51,6,2,7,5,10,Great communicator,Documentation,No,0,5.44,2024-10-09
REV00996,EMP01401,Q3 2024,EMP01008,3,116,7,5,10,3,4,Strong technical skills,Stakeholder management,No,2,8.65,2024-09-23
REV00997,EMP01026,Q1 2024,EMP01033,4,74,9,5,3,6,3,Innovative thinker,Stakeholder management,No,3,6.4,2023-03-05
REV00998,EMP01553,Annual 2023,EMP01015,5,77,8,4,10,1,9,Customer focused,Technical depth,No,10,5.8,2024-07-31
REV00999,EMP01814,Q2 2024,EMP01055,3,74,4,6,10,6,2,Team player,Communication clarity,No,2,9.13,2024-02-23
REV01000,EMP02084,Q4 2024,EMP01098,3,74,4,3,4,3,5,Leadership potential,Strategic thinking,No,11,4.2,2024-03-04
